user_id,avg(rating)
75,3.46428571428571
78,4.12250712250712
127,3.54166666666667
170,3.07142857142857
175,4.28019323671498
190,3.09009009009009
267,2.75154320987654
325,3.54411764705882
383,3.29310344827586
476,3.80337078651685
477,3.94387755102041
493,3.40924657534247
498,3.30645161290323
533,3.79962779156328
545,3.89954337899543
548,4.38461538461539
580,3.5
622,4.61224489795918
636,3.144128113879
637,3.82352941176471
728,3.94
732,3.19736842105263
783,3.1734693877551
788,3.90215053763441
894,3.66666666666667
922,3.76422764227642
937,3.79487179487179
1017,3.33333333333333
1035,3.34579439252336
1047,3.78877005347594
1117,4.2
1118,3.96153846153846
1122,4.19291338582677
1160,4.09797297297297
1164,4.34246575342466
1174,3.28017789072427
1198,3.6592039800995
1224,3.55740740740741
1225,3.55384615384615
1267,3.9126213592233
1278,3.21647509578544
1282,3.984375
1355,3.68601895734597
1392,2.99455337690632
1436,3.32835820895522
1496,4.06993006993007
1504,3.76119402985075
1510,3.73606557377049
1547,3.80454545454545
1600,3.9375
1632,3.89473684210526
1652,4.0343137254902
1663,3.38931297709924
1713,2.66489361702128
1724,3.65154749199573
1728,3.5
1751,3.30309278350515
1860,3.11893459915612
1910,2.85576923076923
1915,3.27622377622378
1988,3.45440494590417
2039,3.64900662251656
2053,2.92387218045113
2102,4.13508064516129
2108,3.88461538461538
2136,3.61111111111111
2200,3.83333333333333
2204,3.33746556473829
2218,3.36016949152542
2276,3.7621359223301
2315,3.62715517241379
2429,3.21311475409836
2435,3.85855263157895
2455,3.57831325301205
2471,3.48395721925134
2477,3.94927536231884
2513,3.98028673835125
2517,3.3195564516129
2556,3.43611111111111
2558,3.38461538461538
2589,3.9
2612,3.52480916030534
2643,3.72972972972973
2658,4.0
2692,3.41343963553531
2706,3.68103448275862
2732,4.23076923076923
2771,3.23076923076923
2801,3.72282608695652
2842,3.71511627906977
2852,3.34372402327515
2853,3.45871559633028
2891,3.29376083188908
2901,3.64516129032258
2904,3.62549019607843
2930,3.35102040816327
3017,3.44736842105263
3057,3.34181568088033
3104,3.20439189189189
3106,3.17888563049853
3174,3.46306306306306
3190,3.93697478991597
3271,3.5679012345679
3301,3.31196911196911
3304,2.75
3313,3.99661399548533
3369,3.8448275862069
3392,3.28348214285714
3429,3.82017543859649
3493,3.4375
3512,3.19207317073171
3527,3.7967032967033
3541,3.53266331658291
3595,3.81066666666667
3600,3.66831683168317
3710,2.93333333333333
3849,3.81275720164609
3853,3.85167464114833
3860,2.91860465116279
3868,3.91780821917808
3976,3.77737226277372
4002,3.82231404958678
4022,3.46900269541779
4078,3.48192771084337
4087,3.62
4146,4.39772727272727
4188,3.78260869565217
4198,4.20348837209302
4254,3.72115384615385
4335,3.77007299270073
4341,3.56106870229008
4352,3.046875
4375,2.80084745762712
4517,3.01789709172259
4544,3.85451505016722
4549,3.35254237288136
4650,3.30479452054795
4697,3.90144230769231
4728,3.99728260869565
4800,3.13
4827,3.43111111111111
4856,3.15789473684211
4869,3.22177419354839
4895,3.93693693693694
4912,3.76050420168067
4944,3.61976047904192
5002,3.91538461538462
5031,2.78378378378378
5085,3.14194373401535
5182,3.8270202020202
5227,3.56515151515151
5238,3.55009451795841
5240,3.97058823529412
5285,3.53107344632768
5321,3.73493975903614
5459,3.59046849757674
5461,3.25502008032129
5475,4.33870967741935
5494,4.12
5552,3.71914893617021
5593,3.73529411764706
5706,3.21176470588235
5757,4.09745762711864
5829,2.97831325301205
5831,3.10544217687075
5917,3.08536585365854
5925,3.23454545454545
5954,3.77065527065527
5978,3.17219917012448
6018,2.79457364341085
6082,3.69480519480519
6119,3.19306930693069
6150,3.13117870722433
6227,3.95707070707071
6264,3.290273556231
6302,3.66666666666667
6323,3.54109589041096
6352,2.81094257854821
6362,3.98076923076923
6375,3.78571428571429
6385,4.1865671641791
6393,2.96367851622875
6400,3.20588235294118
6443,2.87900128040973
6449,3.5
6471,4.23863636363636
6477,3.52555910543131
6528,2.86585365853659
6532,3.68965517241379
6550,3.06306306306306
6571,3.2618025751073
6616,3.94755244755245
6625,3.69512195121951
6757,2.82675009777083
6758,3.496996996997
6785,3.88116591928251
6862,4.52158273381295
6946,4.12068965517241
6971,3.46836313617607
7088,3.89320388349515
7181,2.96590909090909
7195,3.61136363636364
7248,2.76666666666667
7252,3.83029612756264
7287,3.67295597484277
7315,3.07923076923077
7317,3.89506172839506
7354,3.65251572327044
7461,3.9227895392279
7587,3.0792220113852
7612,3.04107648725212
7635,3.9622641509434
7685,3.18075117370892
7704,3.35454545454545
7711,3.45343915343915
7727,3.73426573426573
7740,3.52281368821293
7743,2.64285714285714
7815,3.46992481203007
7849,3.01317715959004
7919,4.07456140350877
8041,3.42299794661191
8048,3.13808801213961
8094,3.64
8114,3.49872122762148
8127,3.53125
8148,3.54026845637584
8168,2.99220272904483
8194,3.23529411764706
8209,3.67032967032967
8216,4.23529411764706
8282,4.2
8423,2.98888888888889
8434,3.59375
8517,3.76229508196721
8584,3.98
8604,2.80880579010856
8610,3.16379310344828
8619,4.19230769230769
8621,3.69747899159664
8624,3.04395604395604
8642,3.52455357142857
8651,3.94160583941606
8683,3.33106060606061
8699,4.17361111111111
8701,3.50433526011561
8726,3.29787234042553
8740,3.83566878980892
8787,3.25235109717868
8824,3.5
8858,3.76315789473684
8881,3.30306905370844
8892,3.64066289409863
8893,2.84375
8905,3.35276073619632
8930,4.03851351351351
8970,3.55414012738854
8996,3.21864406779661
9029,3.6231884057971
9034,3.44444444444444
9060,3.97521982414069
9085,3.67647058823529
9117,3.22924648786718
9127,4.13071895424837
9134,3.78571428571429
9139,3.48169556840077
9177,3.49606299212598
9245,3.61654135338346
9277,3.82352941176471
9370,3.89572192513369
9411,3.85294117647059
9415,3.16808510638298
9470,3.82843137254902
9475,4.03191489361702
9522,3.91709314227226
9593,4.24626865671642
9595,3.37669801462905
9807,4.23202614379085
9889,2.95161290322581
10025,2.93720930232558
10058,2.91764705882353
10064,3.20588235294118
10084,3.72307692307692
10094,3.25280898876404
10125,3.175
10132,3.29381443298969
10154,3.81481481481481
10181,3.53478260869565
10191,3.9375
10200,3.17307692307692
10231,3.11538461538462
10272,4.11111111111111
10335,3.21875
10420,2.79237288135593
10476,2.75337837837838
10479,3.2741116751269
10516,3.58712613784135
10521,4.05333333333333
10563,3.85714285714286
10639,3.33333333333333
10652,3.1113074204947
10674,3.005444646098
10739,3.5748031496063
10783,3.77397260273973
10791,3.08432708688245
10844,4.4390243902439
10905,3.49033816425121
10931,3.73144876325088
10936,4.14615384615385
10986,3.065625
11032,4.4746963562753
11090,3.58582089552239
11114,3.18
11162,3.69823232323232
11188,3.54589371980676
