movieID,avg_movie_rating
1,3.73002159827214
2,2.97759856630824
3,2.85195530726257
4,2.6025641025641
5,2.74438202247191
6,3.86098130841122
7,3.22380952380952
8,2.86538461538462
9,2.38888888888889
10,3.31616341030195
11,3.44809688581315
12,2.4921875
13,2.58333333333333
14,3.3968253968254
15,2.7289156626506
16,3.84048257372654
17,3.89591078066915
18,3.29746835443038
19,2.55929203539823
20,2.54651162790698
21,3.40456989247312
22,3.12146892655367
23,3.125
24,3.00986842105263
25,3.68011527377522
26,3.57608695652174
27,3.33333333333333
28,4.14893617021277
29,3.82213438735178
30,3.625
31,3.0
32,4.01299435028249
33,3.33333333333333
34,3.28558875219684
35,3.05263157894737
36,3.79968944099379
37,3.16666666666667
38,2.17857142857143
39,3.20714285714286
40,3.36666666666667
41,4.04545454545455
42,2.97872340425532
43,3.21875
44,2.46900826446281
45,3.48684210526316
46,3.03125
47,4.07167042889391
48,2.63537906137184
49,3.66666666666667
50,4.27569593147752
52,3.50375939849624
53,3.6
54,2.58823529411765
55,2.5
56,1.75
57,3.0
58,3.78869047619048
59,3.5
60,2.83908045977011
61,3.13157894736842
62,3.545
63,2.94444444444444
64,2.16666666666667
65,2.0625
66,1.75
68,3.44117647058824
69,3.44444444444444
70,3.21727019498607
71,1.89473684210526
72,3.46551724137931
73,3.95555555555556
74,2.94285714285714
75,1.65
76,2.9
77,3.0
78,3.32352941176471
79,2.78301886792453
80,3.8
81,3.26724137931034
82,3.78723404255319
83,3.54166666666667
84,2.5
85,3.38095238095238
86,3.26415094339623
87,1.76785714285714
88,3.01948051948052
89,3.21333333333333
90,5.0
92,2.87179487179487
93,2.44736842105263
94,3.59420289855072
95,2.76025641025641
96,4.125
97,3.99390243902439
98,3.0
99,2.57142857142857
100,3.13
101,3.74596774193548
102,2.06521739130435
103,3.0
104,3.30934343434343
105,3.23619631901841
106,4.33333333333333
107,3.15277777777778
110,3.84398296059638
111,4.03693693693694
112,3.30172413793103
113,2.8125
114,3.53571428571429
115,4.0
116,3.53846153846154
117,3.46666666666667
118,2.875
119,2.75
120,2.5
121,3.55
122,2.66379310344828
123,4.04819277108434
124,3.66666666666667
125,3.48571428571429
126,1.92307692307692
128,3.25
129,2.875
130,2.0
131,2.6
132,2.41935483870968
134,4.5
135,2.69753086419753
136,4.5
137,3.125
139,2.5
140,2.975
141,3.36684782608696
143,4.0
144,3.25396825396825
145,3.09215017064846
146,2.11538461538462
147,3.4375
148,3.0
149,3.66666666666667
150,3.66934487021014
151,3.4025641025641
152,3.76666666666667
153,2.65095986038394
154,3.72916666666667
155,3.1
156,2.97619047619048
157,2.62698412698413
158,2.68577075098814
159,3.40816326530612
160,2.32222222222222
161,3.55128205128205
162,3.94949494949495
163,3.3625
164,3.32456140350877
165,3.37126245847176
166,2.69565217391304
167,3.16666666666667
168,2.79437229437229
169,1.84615384615385
170,3.05251141552511
171,3.625
172,2.68634686346863
173,2.434375
174,1.93421052631579
175,3.41860465116279
176,3.71153846153846
177,2.98
178,3.71428571428571
179,2.40909090909091
180,3.53846153846154
181,1.42708333333333
182,3.0
183,3.08333333333333
184,3.35714285714286
185,2.72428884026258
186,2.58072916666667
187,3.18
188,3.22115384615385
189,3.16666666666667
190,3.6
191,2.23333333333333
193,2.05521472392638
194,3.78455284552846
195,2.925
196,2.62121212121212
197,3.25
198,3.43939393939394
199,3.64130434782609
200,4.0
201,2.85714285714286
202,3.25
203,3.07692307692308
204,2.30275229357798
205,3.42105263157895
206,2.64285714285714
207,3.13333333333333
208,2.67
209,3.03571428571429
210,3.15384615384615
211,4.0
212,2.15384615384615
213,3.859375
214,3.88636363636364
215,3.97267759562842
216,3.1214953271028
217,2.15384615384615
218,2.98076923076923
219,3.0
220,3.125
222,3.26515151515152
223,3.75792253521127
224,3.35185185185185
225,3.04724409448819
226,2.0
227,2.72916666666667
228,3.83333333333333
229,3.41111111111111
230,3.65702479338843
231,2.91931034482759
232,4.11052631578947
233,3.38805970149254
234,2.19230769230769
235,3.70172910662824
236,3.12371134020619
237,2.95138888888889
238,2.55555555555556
239,2.75352112676056
240,2.66666666666667
241,3.1
242,3.22222222222222
243,1.5
244,2.875
245,3.625
246,3.85714285714286
247,3.77616279069767
248,2.65
249,3.66883116883117
250,2.93181818181818
251,3.16666666666667
252,3.08582089552239
253,3.5749063670412
254,2.625
255,1.6875
256,2.4228855721393
257,3.04444444444444
258,2.1
259,2.97916666666667
260,4.05083909180652
261,3.5979020979021
262,3.64492753623188
263,3.1875
264,4.0
265,3.80645161290323
266,3.32572614107884
267,2.39634146341463
268,3.11538461538462
269,3.625
270,2.78571428571429
271,3.05
272,3.68461538461538
273,3.20238095238095
274,2.41666666666667
275,2.55769230769231
276,2.65178571428571
277,3.0
278,2.40909090909091
279,3.35714285714286
280,3.49180327868852
281,3.85
282,3.24277456647399
283,3.5
284,1.5
286,1.0
287,2.66666666666667
288,3.34702258726899
289,3.14634146341463
290,3.87373737373737
291,1.45454545454545
292,3.16213151927438
293,4.11717495987159
294,2.57142857142857
295,2.81818181818182
296,4.21598939929329
297,3.5
298,4.25
299,3.62037037037037
300,3.66666666666667
301,3.0
302,3.75
303,2.90579710144928
304,3.4
305,2.84883720930233
306,4.06849315068493
307,3.98170731707317
308,3.79861111111111
309,3.9
310,2.25
312,2.07142857142857
313,2.775
314,3.78787878787879
315,2.61111111111111
316,3.33850364963504
317,2.8740157480315
318,4.35409090909091
319,3.58116883116883
320,2.66666666666667
321,3.52380952380952
322,3.73529411764706
324,3.94444444444444
325,2.5
326,4.10344827586207
327,2.76530612244898
328,2.97142857142857
329,3.08805970149254
330,2.54545454545455
331,2.88888888888889
332,2.61538461538462
333,3.31693989071038
334,3.5
335,3.22222222222222
336,1.5
337,3.74274406332454
338,2.97222222222222
339,3.21076923076923
340,3.125
341,3.33333333333333
342,3.4688995215311
343,2.4047619047619
344,2.87944162436548
345,3.67467248908297
346,3.40322580645161
347,3.51351351351351
348,3.64473684210526
349,3.46666666666667
350,3.21052631578947
351,3.08139534883721
352,3.30555555555556
353,3.44950738916256
354,3.35714285714286
355,2.18722466960352
356,3.89453458582408
357,3.52830188679245
358,3.17142857142857
359,2.16666666666667
360,2.46551724137931
361,3.20512820512821
362,2.85922330097087
363,3.93333333333333
364,3.60566037735849
365,3.01041666666667
366,2.92
367,2.99559748427673
368,3.29526462395543
369,3.0952380952381
370,2.85652173913043
371,3.01136363636364
372,3.17948717948718
373,3.7719298245614
374,2.22388059701493
375,3.2
376,3.07246376811594
377,3.25
378,2.26315789473684
379,2.66118421052632
380,3.25359477124183
381,3.26666666666667
382,2.8695652173913
383,3.19135802469136
384,2.67857142857143
385,3.33333333333333
386,3.0625
387,2.53333333333333
388,3.5
389,3.25
390,3.26785714285714
391,2.58333333333333
392,4.4
393,1.63978494623656
394,4.1
396,1.75
397,2.0
398,4.0
401,4.5
402,3.5
405,2.42647058823529
406,3.75
407,3.25510204081633
408,3.66666666666667
409,2.90909090909091
410,2.92011019283747
412,3.54545454545455
413,2.68067226890756
414,2.41304347826087
415,2.55102040816327
416,2.61904761904762
417,3.65116279069767
418,2.61111111111111
419,2.15217391304348
420,2.56574394463668
421,3.04166666666667
423,3.0
424,2.61111111111111
425,3.1875
426,2.97457627118644
427,2.21296296296296
428,3.75221238938053
429,2.1
430,2.5
431,3.82045454545455
432,2.4532967032967
433,2.31818181818182
434,2.74340527577938
435,2.37763713080169
436,2.86206896551724
437,2.33333333333333
438,2.61363636363636
440,3.44210526315789
441,3.65526315789474
442,2.90829145728643
443,3.66666666666667
444,2.31578947368421
445,2.80952380952381
446,3.91379310344828
447,2.57142857142857
448,3.640625
449,3.35
450,2.97872340425532
451,3.55
452,4.0
453,2.95
454,3.44376528117359
455,2.52582159624413
456,4.13235294117647
457,3.76117496807152
458,3.23076923076923
459,2.56756756756757
460,1.92857142857143
461,3.15
